CustomerID,Name,Gender,Age,City,State,SignupDate,Segment,Acquisition
C000110,Rahul Gupta,Female,18,Mysuru,Mysuru,2024-08-21,Consumer,Organic Search
C000111,Diya Gupta,Female,48,Lucknow,Lucknow,2022-09-13,Consumer,Marketplace
C000112,Tanya Yadav,Male,37,Ahmedabad,Ahmedabad,2023-08-15,Corporate,Organic Search
C000113,Ishaan Iyer,Male,37,Bengaluru,Bengaluru,2023-03-13,Consumer,Organic Search
C000114,Neha Patel,Female,30,Jaipur,Jaipur,2025-02-08,Corporate,Paid Search
C000115,Sneha Patel,Female,39,Hyderabad,Hyderabad,2024-09-14,Consumer,Organic Search
C000116,Pooja Iyer,Female,54,Guwahati,Guwahati,2026-04-12,Consumer,Social Media
C000117,Reyansh Malhotra,Non-Binary,29,Jaipur,Jaipur,2022-08-12,Corporate,Paid Search
C000118,Rahul Reddy,Female,23,Bengaluru,Bengaluru,2022-12-20,Consumer,Organic Search
C000119,Priya Joshi,Male,32,Noida,Noida,2022-08-09,Small Business,Referral
C000120,Sneha Chopra,Female,24,Noida,Noida,2025-05-08,Consumer,Organic Search
C000121,Riya Das,Male,54,Indore,Indore,2023-05-08,Consumer,Paid Search
C000122,Riya Verma,Female,35,Ahmedabad,Ahmedabad,2024-02-27,Corporate,Organic Search
C000123,Nikhil Malhotra,Male,29,Bengaluru,Bengaluru,2025-05-09,Small Business,Social Media
C000124,Reyansh Rao,Female,38,Indore,Indore,2025-02-01,Corporate,Social Media
C000125,Rahul Verma,Male,34,Gurugram,Gurugram,2023-02-26,Consumer,Marketplace
C000126,Aarav Bose,Male,20,Jaipur,Jaipur,2024-01-31,Consumer,Email
C000127,Sneha Singh,Female,46,Lucknow,Lucknow,2022-11-11,Corporate,Social Media
C000128,Karan Malhotra,Female,18,Indore,Indore,2025-03-23,Consumer,Social Media
C000129,Diya Shah,Male,35,Pune,Pune,2025-11-12,Consumer,Referral
C000130,Aarav Das,Female,39,Noida,Noida,2026-04-22,Consumer,Paid Search
C000131,Meera Gupta,Female,47,Bhubaneswar,Bhubaneswar,2022-01-09,Consumer,Organic Search
C000132,Manish Iyer,Male,39,Jaipur,Jaipur,2022-03-02,Consumer,Paid Search
C000133,Isha Nair,Female,18,Delhi,Delhi,2023-11-25,Consumer,Referral
C000134,Kabir Iyer,Female,30,Kolkata,Kolkata,2024-03-15,Small Business,Social Media
C000135,Riya Nair,Female,20,Jaipur,Jaipur,2024-02-20,Consumer,Organic Search
C000136,Nisha Malhotra,Female,38,Indore,Indore,2022-05-21,Home Office,Organic Search
C000137,Riya Sharma,Male,32,Pune,Pune,2023-12-14,Consumer,Paid Search
C000138,Sneha Patel,Male,35,Guwahati,Guwahati,2025-12-09,Small Business,Paid Search
C000139,Diya Malhotra,Male,19,Gurugram,Gurugram,2023-02-16,Consumer,Paid Search
C000140,Isha Mishra,Male,28,Nagpur,Nagpur,2024-04-28,Consumer,Paid Search
C000141,Nikhil Gupta,Male,34,Indore,Indore,2024-08-25,Consumer,Referral
C000142,Ishaan Mehta,Male,18,Noida,Noida,2025-09-30,Consumer,Referral
C000143,Unknown,Female,49,Chandigarh,Chandigarh,2022-03-11,Consumer,Social Media
C000144,Ishaan Kumar,Male,48,Surat,Surat,2022-11-15,Consumer,Email
C000145,Neha Iyer,Male,32,Ahmedabad,Ahmedabad,2025-12-20,Consumer,Referral
C000146,Kabir Bose,Female,27,Surat,Surat,2026-01-19,Consumer,Organic Search
C000147,Priya Sharma,Male,34,Visakhapatnam,Visakhapatnam,2024-06-08,Consumer,Referral
C000148,Sneha Kumar,Female,40,Kochi,Kochi,2025-02-28,Corporate,Organic Search
C000149,Sanya Yadav,Female,31,Surat,Surat,,Home Office,Paid Search
C000150,Ananya Shah,Female,37,Gurugram,Gurugram,2023-06-01,Consumer,Paid Search
C000151,Rahul Mehta,Female,30,Visakhapatnam,Visakhapatnam,2023-07-11,Consumer,Paid Search
C000152,Sanya Patel,Male,41,Nagpur,Nagpur,2023-04-30,Consumer,Social Media
C000153,Aarav Rao,Male,46,Delhi,Delhi,2025-11-18,Small Business,Organic Search
C000154,Tanya Malhotra,Female,41,Ahmedabad,Ahmedabad,2022-12-23,Consumer,Organic Search
C000155,Pooja Nair,Male,37,Guwahati,Guwahati,2022-01-03,Consumer,Social Media
C000156,Rahul Chopra,Female,40,Pune,Pune,2024-08-31,Consumer,Organic Search
C000157,Ishaan Iyer,Male,18,Noida,Noida,2022-05-20,Consumer,Marketplace
C000158,Nisha Kumar,Female,20,Visakhapatnam,Visakhapatnam,2022-08-21,Corporate,Referral
C000159,Sneha Mishra,Male,25,Noida,Noida,2026-02-03,Consumer,Marketplace
C000160,Krishna Iyer,Female,38,Mysuru,Mysuru,2023-03-23,Home Office,Paid Search
C000161,Tanya Verma,Female,33,Chennai,Chennai,2025-09-16,Consumer,Marketplace
C000162,Reyansh Joshi,Male,31,Surat,Surat,2024-01-26,Small Business,Paid Search
C000163,Aditi Chopra,Male,34,Noida,Noida,2025-03-09,Consumer,Social Media
C000164,Aarav Yadav,Female,18,Visakhapatnam,Visakhapatnam,2024-10-27,Home Office,Social Media
C000165,Siddharth Mishra,Male,18,Chandigarh,Chandigarh,2023-05-09,Consumer,Social Media
C000166,Pooja Mishra,Female,38,Mysuru,Mysuru,2022-04-01,Small Business,Email
C000167,Isha Malhotra,Male,35,Patna,Patna,,Consumer,Paid Search
C000168,Diya Joshi,Male,48,Delhi,Delhi,2024-06-12,Consumer,Email
C000169,Rohan Rao,Female,29,Kolkata,Kolkata,2023-11-08,Small Business,Paid Search
C000170,Rohan Reddy,Female,36,Gurugram,Gurugram,2025-08-21,Consumer,Organic Search
C000171,Krishna Chopra,Male,48,Kolkata,Kolkata,2023-07-31,Consumer,Unknown
C000172,Siddharth Iyer,Male,31,Patna,Patna,2022-06-22,Consumer,Organic Search
C000173,Reyansh Kumar,Male,22,Lucknow,Lucknow,2025-11-14,Consumer,Organic Search
C000174,Rohan Shah,Male,24,Delhi,Delhi,2023-06-09,Small Business,Social Media
C000175,Karan Yadav,Male,18,Visakhapatnam,Visakhapatnam,2023-05-31,Consumer,Email
C000176,Aarav Shah,Male,20,Indore,Indore,2022-01-07,Corporate,Organic Search
C000177,Manish Malhotra,Male,30,Bengaluru,Bengaluru,2023-02-02,Corporate,Paid Search
C000178,Varun Reddy,Male,56,Noida,Noida,2023-02-16,Consumer,Paid Search
C000179,Nikhil Mishra,Female,27,Kolkata,Kolkata,2023-11-23,Consumer,Referral
C000180,Isha Gupta,Male,18,Chandigarh,Chandigarh,2026-05-19,Consumer,Paid Search
C000181,Krishna Mishra,Female,47,Kochi,Kochi,2025-07-06,Consumer,Marketplace
C000182,Varun Yadav,Male,18,Jaipur,Jaipur,2023-07-08,Consumer,Organic Search
C000183,Priya Patel,Male,35,Bengaluru,Bengaluru,2022-09-20,Corporate,Social Media
C000184,Aarav Singh,Female,32,Jaipur,Jaipur,2025-10-16,Corporate,Organic Search
C000185,Sanya Verma,Female,40,Jaipur,Jaipur,2022-02-17,Consumer,Paid Search
C000186,Siddharth Nair,Female,40,Jaipur,Jaipur,2024-02-17,Consumer,Social Media
C000187,Krishna Das,Female,32,Kochi,Kochi,2022-04-23,Corporate,Social Media
C000188,Pooja Iyer,Female,21,Mysuru,Mysuru,2024-05-30,Consumer,Email
C000189,Vivaan Shah,Female,22,Indore,Indore,2024-02-17,Corporate,Social Media
C000190,Ishaan Nair,Female,28,Bengaluru,Bengaluru,2023-09-13,Consumer,Marketplace
C000191,Nisha Kumar,Male,19,Gurugram,Gurugram,2025-03-30,Consumer,Social Media
C000192,Nikhil Joshi,Male,33,Bhopal,Bhopal,2026-07-05,Consumer,Marketplace
C000193,Rahul Yadav,Female,37,Nagpur,Nagpur,2024-07-07,Small Business,Unknown
C000194,Ananya Das,Male,54,Bhubaneswar,Bhubaneswar,2025-02-23,Consumer,Marketplace
C000195,Isha Rao,Female,40,Mumbai,Mumbai,2022-10-17,Consumer,Organic Search
C000196,Sanya Das,Female,27,Visakhapatnam,Visakhapatnam,2022-04-22,Consumer,Organic Search
C000197,Aarav Mishra,Male,39,Chennai,Chennai,2022-05-04,Consumer,Referral
C000198,Vikram Patel,Male,34,Chandigarh,Chandigarh,2024-09-13,Consumer,Organic Search
C000199,Karan Patel,Male,33,Ahmedabad,Ahmedabad,2024-04-02,Small Business,Social Media
C000200,Ananya Reddy,Male,18,Surat,Surat,2023-02-11,Consumer,Marketplace
C000201,Vivaan Nair,Non-Binary,30,Surat,Surat,2024-09-19,Corporate,Referral
C000202,Isha Kapoor,Female,32,Delhi,Delhi,2022-07-31,Home Office,Email
C000203,Isha Iyer,Male,27,Gurugram,Gurugram,2026-02-07,Consumer,Affiliate
C000204,Rohan Kapoor,Male,24,Mysuru,Mysuru,2022-06-16,Home Office,Marketplace
C000205,Rahul Chopra,Female,38,Bengaluru,Bengaluru,2026-02-12,Home Office,Referral
C000206,Ishaan Mishra,Female,46,Surat,Surat,2024-06-18,Corporate,Organic Search
C000207,Meera Singh,Female,27,Bhubaneswar,Bhubaneswar,2025-10-21,Corporate,Organic Search
C000208,Arjun Iyer,Male,59,Gurugram,Gurugram,2025-03-01,Corporate,Organic Search
C000209,Krishna Mishra,Female,23,Pune,Pune,2022-01-07,Consumer,Organic Search
C000210,Diya Reddy,Female,30,Mumbai,Mumbai,2026-03-15,Corporate,Social Media
C000211,Vivaan Reddy,Female,28,Surat,Surat,2024-02-11,Small Business,Email
C000212,Rahul Joshi,Female,20,Bhubaneswar,Bhubaneswar,2026-02-12,Home Office,Organic Search
C000213,Ananya Das,Male,47,Mysuru,Mysuru,2026-01-22,Corporate,Referral
C000214,Siddharth Iyer,Male,33,Nagpur,Nagpur,2025-09-08,Consumer,Social Media
C000215,Aditi Yadav,Female,30,Surat,Surat,,Home Office,Marketplace
C000216,Kabir Joshi,Female,38,Chennai,Chennai,2024-08-06,Consumer,Paid Search
C000217,Riya Singh,Female,31,Surat,Surat,2026-01-22,Consumer,Organic Search
C000218,Ananya Mishra,Male,39,Surat,Surat,2025-12-08,Consumer,Affiliate
C000219,Arjun Joshi,Female,60,Gurugram,Gurugram,2025-08-24,Consumer,Affiliate
C000220,Nisha Das,Female,22,Pune,Pune,2022-07-26,Consumer,Email
C000221,Sanya Patel,Female,59,Jaipur,Jaipur,2024-05-13,Consumer,Social Media
C000222,Priya Bose,Female,48,Surat,Surat,2022-06-15,Consumer,Paid Search
C000223,Manish Yadav,Female,34,Indore,Indore,2022-02-01,Consumer,Organic Search
C000224,Riya Shah,Female,33,Jaipur,Jaipur,2022-03-28,Consumer,Marketplace
C000225,Karan Patel,Male,22,Nagpur,Nagpur,2023-01-23,Corporate,Email
C000226,Krishna Patel,Male,26,Hyderabad,Hyderabad,,Home Office,Organic Search
C000227,Aarav Mehta,Unknown,29,Chennai,Chennai,2025-10-22,Consumer,Referral
C000228,Pooja Rao,Female,35,Nagpur,Nagpur,2024-12-26,Corporate,Social Media
C000229,Vikram Kumar,Female,29,Indore,Indore,2022-09-29,Small Business,Organic Search
C000230,Vivaan Nair,Male,33,Pune,Pune,2023-12-03,Consumer,Paid Search
C000231,Aditi Patel,Female,23,Chennai,Chennai,2023-04-24,Consumer,Social Media
C000232,Tanya Nair,Male,18,Indore,Indore,2023-12-08,Consumer,Referral
C000233,Priya Malhotra,Male,30,Nagpur,Nagpur,2024-08-29,Small Business,Marketplace
C000234,Manish Malhotra,Female,53,Pune,Pune,2024-12-13,Corporate,Paid Search
C000235,Tanya Das,Male,31,Pune,Pune,2026-05-12,Home Office,Social Media
C000236,Vikram Patel,Male,45,Hyderabad,Hyderabad,2022-03-07,Consumer,Paid Search
C000237,Meera Gupta,Male,26,Indore,Indore,2024-09-25,Consumer,Social Media
C000238,Varun Kapoor,Female,22,Delhi,Delhi,2022-09-10,Consumer,Marketplace
C000239,Nikhil Sharma,Male,31,Patna,Patna,2025-06-09,Corporate,Organic Search
C000240,Rohan Shah,Male,28,Kolkata,Kolkata,2025-04-01,Consumer,Organic Search
C000241,Riya Das,Female,31,Patna,Patna,2025-12-20,Consumer,Social Media
C000242,Neha Malhotra,Female,38,Surat,Surat,2024-07-30,Consumer,Organic Search
C000243,Pooja Mishra,Female,42,Bhopal,Bhopal,2022-06-25,Small Business,Organic Search
C000244,Siddharth Kapoor,Female,40,Kochi,Kochi,2023-01-01,Home Office,Email
C000245,Vivaan Shah,Male,27,Jaipur,Jaipur,2023-01-23,Corporate,Social Media
C000246,Meera Kumar,Male,39,Indore,Indore,2025-05-10,Home Office,Organic Search
C000247,Nikhil Verma,Female,32,Lucknow,Lucknow,2024-03-08,Consumer,Referral
C000248,Vivaan Singh,Male,41,Indore,Indore,2024-08-20,Consumer,Organic Search
C000249,Vivaan Das,Female,26,Bengaluru,Bengaluru,2024-06-17,Home Office,Affiliate
C000250,Vivaan Shah,Female,44,Delhi,Delhi,2023-01-17,Home Office,Marketplace
C000251,Manish Patel,Male,24,Mysuru,Mysuru,2024-08-08,Consumer,Referral
C000252,Ananya Sharma,Female,22,Pune,Pune,2023-06-30,Corporate,Social Media
C000253,Krishna Joshi,Male,31,Bengaluru,Bengaluru,2022-05-07,Home Office,Social Media
C000254,Varun Joshi,Male,24,Kolkata,Kolkata,2025-11-13,Consumer,Marketplace
C000255,Pooja Iyer,Female,41,Bhopal,Bhopal,2023-01-09,Home Office,Social Media
C000256,Rohan Yadav,Male,33,Gurugram,Gurugram,2023-10-12,Home Office,Social Media
C000257,Riya Kapoor,Male,29,Gurugram,Gurugram,2025-08-24,Consumer,Social Media
C000258,Ishaan Kapoor,Male,27,Chennai,Chennai,2024-03-12,Consumer,Organic Search
C000259,Siddharth Kapoor,Male,33,Patna,Patna,2022-12-23,Home Office,Organic Search
C000260,Riya Reddy,Male,35,Jaipur,Jaipur,2026-01-25,Consumer,Organic Search
C000261,Kavya Joshi,Male,39,Coimbatore,Coimbatore,2023-12-17,Consumer,Paid Search
C000262,Pooja Kumar,Female,33,Ahmedabad,Ahmedabad,2023-02-19,Home Office,Marketplace
C000263,Aditi Verma,Male,23,Visakhapatnam,Visakhapatnam,2022-08-27,Consumer,Marketplace
C000264,Arjun Bose,Male,18,Patna,Patna,2022-04-01,Small Business,Social Media
C000265,Ananya Chopra,Female,31,Coimbatore,Coimbatore,2025-05-21,Consumer,Organic Search
C000266,Priya Mehta,Female,19,Pune,Pune,2025-03-03,Consumer,Marketplace
C000267,Rahul Sharma,Female,32,Guwahati,Guwahati,2024-08-15,Consumer,Marketplace
C000268,Rohan Mishra,Male,21,Patna,Patna,2024-08-23,Home Office,Organic Search
C000269,Meera Rao,Male,24,Guwahati,Guwahati,2024-04-23,Corporate,Paid Search
C000270,ISHAAN MISHRA,Female,66,Chandigarh,Chandigarh,2024-08-13,Consumer,Organic Search
C000271,Neha Sharma,Male,54,Bhopal,Bhopal,2022-03-21,Consumer,Paid Search
C000272,Neha Verma,Male,27,Indore,Indore,2024-11-13,Consumer,Organic Search
C000273,Diya Rao,Male,58,Chandigarh,Chandigarh,2024-08-20,Consumer,Email
C000274,Vivaan Verma,Male,29,Bengaluru,Bengaluru,2025-10-23,Consumer,Social Media
C000275,Tanya Patel,Male,33,Surat,Surat,2024-08-06,Corporate,Paid Search
C000276,Siddharth Chopra,Female,28,Nagpur,Nagpur,2022-02-28,Home Office,Paid Search
C000277,Sneha Shah,Male,22,Delhi,Delhi,2024-10-29,Corporate,Social Media
C000278,Aditya Mishra,Female,42,Indore,Indore,2025-08-04,Corporate,Referral
C000279,Ishaan Mehta,Male,52,Guwahati,Guwahati,2023-07-04,Consumer,Social Media
C000280,Nisha Sharma,Male,39,Patna,Patna,2024-03-05,Consumer,Paid Search
C000281,Sanya Yadav,Male,43,Chandigarh,Chandigarh,2025-09-21,Home Office,Email
C000282,Arjun Chopra,Male,18,Mumbai,Mumbai,2022-10-02,Consumer,Organic Search
C000283,Pooja Nair,Female,53,Kolkata,Kolkata,2024-09-09,Consumer,Email
C000284,Meera Gupta,Female,32,Patna,Patna,2023-06-16,Consumer,Social Media
C000285,Rohan Sharma,Female,42,Mysuru,Mysuru,2025-04-28,Consumer,Social Media
C000286,Nisha Sharma,Female,43,Indore,Indore,2022-01-25,Corporate,Paid Search
C000287,Manish Gupta,Female,48,Pune,Pune,2024-05-25,Small Business,Social Media
C000288,Meera Verma,Male,42,Bhopal,Bhopal,2023-02-28,Consumer,Paid Search
C000289,Nikhil Malhotra,Male,35,Surat,Surat,2026-01-05,Consumer,Organic Search
C000290,Nikhil Das,Male,49,Kochi,Kochi,2023-12-15,Consumer,Paid Search
C000291,Isha Kapoor,Male,19,Indore,Indore,2022-03-04,Corporate,Marketplace
C000292,Aarav Iyer,Non-Binary,39,Kochi,Kochi,2026-01-15,Home Office,Organic Search
C000293,Varun Singh,Male,24,Mysuru,Mysuru,2022-11-26,Consumer,Email
C000294,Nikhil Mehta,Female,26,Hyderabad,Hyderabad,2024-09-01,Consumer,Social Media
C000295,Riya Patel,Female,23,Bengaluru,Bengaluru,2023-02-15,Small Business,Referral
C000296,Isha Nair,Female,18,Kochi,Kochi,2024-02-25,Small Business,Marketplace
C000297,Rohan Patel,Female,31,Bhubaneswar,Bhubaneswar,2022-12-13,Consumer,Paid Search
C000298,Rahul Kapoor,Female,41,Kolkata,Kolkata,2022-10-25,Home Office,Social Media
C000299,Rohan Verma,Male,27,Chennai,Chennai,2025-03-06,Corporate,Organic Search
C000300,Karan Verma,Male,38,Nagpur,Nagpur,2022-05-09,Consumer,Affiliate
